Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Policy_Start_Date,Policy_End_Date,Last_Claim_Date,Last_Payment_Date,Vehicle_Age,Vehicle_Type,Premium_Amount,Churn,Churn_Numeric,Age_binned
C112,68,Female,Single,Rural,Bachelor's,Employed,Comprehensive,4,4,1,204181,1,1,1,In-Person,Cheque,7,8,6,06-02-2020,31-12-2023,28-10-2022,29-10-2023,2,Hatchback,17767,0.0,0.0,"(59.0, 69.0]"
C113,34,Male,Married,Urban,Bachelor's,Employed,Comprehensive,3,5,2,60952,0,1,0,Email,Cash,3,23,2,22-04-2022,31-12-2023,24-01-2023,05-12-2022,3,Hatchback,10081,0.0,0.0,"(28.0, 38.0]"
C114,25,Female,Single,Metro,Bachelor's,Employed,Third Party,9,5,0,16000,3,4,2,Phone,Cash,6,27,6,15-06-2023,31-12-2023,2000-01-01 00:00:00,07-12-2023,0,Hatchback,19175,1.0,1.0,"(17.999, 28.0]"
C115,52,Female,Single,Urban,Bachelor's,Employed,Comprehensive,8,5,4,425368,3,3,2,In-Person,Cash,4,22,2,30-10-2015,28-10-2023,13-12-2017,27-08-2016,5,Luxury,15976,0.0,0.0,"(48.0, 59.0]"
C116,52,Female,Married,Rural,Bachelor's,Employed,Comprehensive,7,2,1,335077,2,1,1,Phone,Credit Card,0,14,9,11-12-2022,31-12-2023,07-05-2023,01-05-2023,5,Hatchback,10787,0.0,0.0,"(48.0, 59.0]"
C117,50,Male,Married,Rural,Bachelor's,Unemployed,Own Damage,9,2,3,170035,1,1,2,In-Person,Online,6,11,2,31-10-2023,31-12-2023,19-12-2023,13-12-2023,4,Hatchback,11535,0.0,0.0,"(48.0, 59.0]"
C118,22,Female,Married,Metro,High School,Employed,Third Party,9,3,2,477332,0,3,0,Phone,Credit Card,3,6,3,26-04-2020,31-12-2023,26-11-2023,19-01-2022,5,Sedan,8392,0.0,0.0,"(17.999, 28.0]"
C119,59,Male,Married,Rural,Master's,Employed,Comprehensive,1,0,1,109965,2,3,1,In-Person,Credit Card,0,8,6,14-09-2020,14-09-2021,24-02-2021,06-03-2021,3,Sedan,13570,0.0,0.0,"(48.0, 59.0]"
C120,56,Male,Married,Rural,Bachelor's,Unemployed,Third Party,7,3,3,460378,0,2,1,Email,Cheque,5,12,2,23-01-2016,21-01-2023,07-01-2020,24-10-2022,1,Hatchback,9538,0.0,0.0,"(48.0, 59.0]"
C121,58,Female,Married,Metro,Bachelor's,Employed,Comprehensive,7,1,3,62881,1,1,2,Phone,Credit Card,6,10,4,09-09-2015,07-09-2022,04-02-2019,13-04-2016,13,Luxury,23120,0.0,0.0,"(48.0, 59.0]"
C122,45,Male,Married,Rural,Master's,Employed,Own Damage,9,5,3,307456,1,2,2,Email,Online,0,18,8,17-04-2021,31-12-2023,09-11-2023,16-11-2021,2,SUV,22766,0.0,0.0,"(38.0, 48.0]"
C123,24,Female,Single,Rural,Bachelor's,Unemployed,Comprehensive,6,0,1,74324,0,3,0,In-Person,Online,9,9,0,12-11-2020,31-12-2023,25-12-2021,13-08-2023,10,Hatchback,18506,0.0,0.0,"(17.999, 28.0]"
C124,26,Male,Married,Metro,Diploma,Unemployed,Third Party,6,4,1,55420,0,4,0,Email,Credit Card,1,2,0,01-08-2020,31-12-2023,26-05-2023,03-10-2020,6,Hatchback,17781,0.0,0.0,"(17.999, 28.0]"
C125,25,Male,Single,Urban,Diploma,Employed,Comprehensive,3,5,2,79397,0,2,2,Phone,Credit Card,3,6,1,02-10-2019,01-10-2022,27-04-2022,25-01-2021,10,Hatchback,7805,0.0,0.0,"(17.999, 28.0]"
C126,29,Female,Married,Urban,Bachelor's,Self-Employed,Comprehensive,1,4,2,457219,0,4,2,Phone,Cash,1,17,2,25-06-2018,25-06-2019,02-08-2018,10-01-2019,11,Luxury,38940,0.0,0.0,"(28.0, 38.0]"
C127,51,Male,Single,Urban,Master's,Employed,Third Party,6,0,2,407661,3,3,0,Email,Credit Card,2,7,2,05-10-2020,31-12-2023,28-09-2023,14-05-2022,4,SUV,26421,0.0,0.0,"(48.0, 59.0]"
C128,50,Male,Married,Rural,Master's,Employed,Third Party,1,5,0,231097,3,2,1,Phone,Cash,6,15,0,14-12-2018,14-12-2019,2000-01-01 00:00:00,11-02-2019,9,Luxury,20195,0.0,0.0,"(48.0, 59.0]"
C129,65,Female,Married,Urban,Master's,Employed,Comprehensive,5,2,1,111180,0,4,0,Phone,Cash,7,15,1,06-04-2020,31-12-2023,04-07-2020,22-06-2023,0,Sedan,10939,0.0,0.0,"(59.0, 69.0]"
C130,40,Male,Single,Urban,Bachelor's,Self-Employed,Comprehensive,3,0,1,407287,1,4,1,In-Person,Cash,6,1,8,16-08-2021,31-12-2023,11-08-2023,30-04-2023,8,Luxury,24832,0.0,0.0,"(38.0, 48.0]"
C131,41,Female,Married,Rural,Bachelor's,Employed,Comprehensive,9,1,2,365970,2,1,2,Phone,Online,8,6,1,04-10-2021,31-12-2023,26-11-2022,05-07-2022,9,Hatchback,18102,1.0,1.0,"(38.0, 48.0]"
C132,54,Male,Single,Rural,Bachelor's,Employed,Third Party,1,1,0,400005,3,2,1,In-Person,Online,0,17,9,28-09-2020,28-09-2021,2000-01-01 00:00:00,16-09-2021,10,Hatchback,17663,0.0,0.0,"(48.0, 59.0]"
C133,52,Male,Single,Metro,Bachelor's,Employed,Comprehensive,3,5,1,109406,0,3,1,Email,Credit Card,1,25,1,07-06-2015,06-06-2018,25-05-2018,06-05-2016,7,SUV,12431,0.0,0.0,"(48.0, 59.0]"
C134,61,Male,Married,Rural,Master's,Employed,Comprehensive,3,0,2,9368,0,2,1,Email,Cash,0,10,4,22-08-2015,21-08-2018,15-05-2017,15-05-2016,12,Hatchback,13089,0.0,0.0,"(59.0, 69.0]"
C135,57,Male,Married,Metro,Master's,Employed,Third Party,1,2,1,82672,1,4,1,Email,Cheque,1,19,3,03-11-2017,03-11-2018,05-09-2018,30-01-2018,3,Hatchback,14921,0.0,0.0,"(48.0, 59.0]"
C136,39,Male,Married,Urban,Bachelor's,Self-Employed,Third Party,1,4,0,369307,2,3,1,Phone,Cheque,6,25,5,20-04-2018,20-04-2019,2000-01-01 00:00:00,03-02-2019,4,Hatchback,10571,1.0,1.0,"(38.0, 48.0]"
C137,44,Male,Married,Urban,Bachelor's,Employed,Own Damage,9,4,4,29093,3,1,2,In-Person,Online,0,6,9,26-07-2017,31-12-2023,30-04-2022,02-06-2020,2,Hatchback,7317,1.0,1.0,"(38.0, 48.0]"
C138,52,Male,Married,Urban,Master's,Employed,Own Damage,1,3,3,40276,3,4,2,In-Person,Cheque,3,17,1,21-05-2019,20-05-2020,02-02-2020,03-12-2019,8,SUV,21573,0.0,0.0,"(48.0, 59.0]"
C139,18,Male,Married,Urban,High School,Employed,Comprehensive,3,0,2,115674,1,4,0,Phone,Online,5,25,6,26-02-2018,25-02-2021,29-12-2019,14-08-2019,11,Hatchback,5755,0.0,0.0,"(17.999, 28.0]"
C140,52,Male,Married,Metro,Master's,Employed,Third Party,3,5,3,184486,3,3,1,Email,Cash,3,13,4,01-06-2020,01-06-2023,15-07-2022,05-10-2020,8,SUV,19540,0.0,0.0,"(48.0, 59.0]"
C141,54,Male,Single,Metro,Bachelor's,Employed,Comprehensive,8,2,2,394318,1,3,0,Email,Credit Card,1,26,9,25-01-2023,31-12-2023,24-09-2023,14-06-2023,2,Hatchback,9089,0.0,0.0,"(48.0, 59.0]"
C142,64,Male,Single,Rural,Bachelor's,Employed,Comprehensive,5,1,0,149620,2,3,2,Phone,Credit Card,6,26,2,05-06-2015,03-06-2020,2000-01-01 00:00:00,18-10-2017,12,Sedan,16140,1.0,1.0,"(59.0, 69.0]"
C143,31,Female,Single,Metro,Master's,Self-Employed,Third Party,4,0,4,326603,1,1,0,In-Person,Online,4,21,6,03-10-2018,02-10-2022,18-10-2019,02-09-2022,2,Luxury,34480,0.0,0.0,"(28.0, 38.0]"
C144,20,Female,Married,Metro,High School,Employed,Comprehensive,7,3,4,238543,0,4,0,Phone,Cash,6,8,7,06-02-2023,31-12-2023,07-07-2023,03-06-2023,12,Luxury,48508,0.0,0.0,"(17.999, 28.0]"
C145,18,Female,Single,Rural,High School,Employed,Third Party,7,2,2,235923,2,3,2,In-Person,Online,9,24,3,01-09-2022,31-12-2023,11-08-2023,05-11-2023,12,Hatchback,9931,1.0,1.0,"(17.999, 28.0]"
C146,22,Male,Single,Urban,High School,Employed,Comprehensive,3,4,1,74007,3,1,0,Phone,Online,2,24,5,01-02-2018,31-01-2021,22-08-2018,12-03-2020,0,Sedan,14955,0.0,0.0,"(17.999, 28.0]"
C147,43,Female,Married,Urban,Master's,Employed,Comprehensive,3,2,1,336768,2,4,2,Email,Online,8,23,9,28-08-2019,27-08-2022,22-09-2021,20-10-2021,3,Luxury,21145,0.0,0.0,"(38.0, 48.0]"
C148,31,Female,Single,Metro,Bachelor's,Employed,Comprehensive,4,2,1,330947,1,3,1,In-Person,Cash,1,18,7,11-06-2020,31-12-2023,16-03-2022,13-09-2020,13,Sedan,6519,0.0,0.0,"(28.0, 38.0]"
C149,56,Female,Married,Rural,Master's,Self-Employed,Comprehensive,2,4,4,38416,3,4,1,Email,Cheque,1,24,7,07-09-2019,06-09-2021,13-12-2019,16-07-2021,5,Hatchback,11608,0.0,0.0,"(48.0, 59.0]"
C150,44,Male,Single,Rural,Bachelor's,Self-Employed,Own Damage,2,2,4,7993,0,4,1,In-Person,Online,2,21,7,15-09-2017,15-09-2019,08-12-2018,08-09-2018,4,Sedan,8832,0.0,0.0,"(38.0, 48.0]"
C151,26,Female,Single,Metro,Bachelor's,Employed,Comprehensive,7,5,1,258179,2,3,1,Email,Cheque,4,9,0,12-02-2020,31-12-2023,01-11-2023,04-04-2023,0,Hatchback,6429,0.0,0.0,"(17.999, 28.0]"
C152,32,Female,Single,Urban,Bachelor's,Unemployed,Third Party,3,4,3,197341,2,1,2,Phone,Cheque,5,11,8,25-12-2022,31-12-2023,26-04-2023,03-07-2023,5,Sedan,11393,0.0,0.0,"(28.0, 38.0]"
C153,32,Female,Married,Metro,Bachelor's,Unemployed,Comprehensive,5,1,4,226019,1,2,1,In-Person,Cheque,5,18,9,29-04-2023,31-12-2023,22-08-2023,07-09-2023,1,Sedan,12889,1.0,1.0,"(28.0, 38.0]"
C154,43,Male,Married,Rural,Master's,Employed,Comprehensive,2,2,1,457275,0,1,2,Email,Online,4,15,7,19-04-2017,19-04-2019,27-07-2017,21-11-2018,4,Sedan,14520,0.0,0.0,"(38.0, 48.0]"
C155,59,Male,Single,Urban,Master's,Employed,Own Damage,1,1,0,72404,2,2,2,Email,Online,3,7,6,26-03-2022,26-03-2023,2000-01-01 00:00:00,14-05-2022,9,Hatchback,18979,1.0,1.0,"(48.0, 59.0]"
C156,30,Male,Single,Urban,Bachelor's,Employed,Own Damage,9,0,3,148533,1,3,1,Phone,Credit Card,1,23,4,21-01-2020,31-12-2023,16-08-2022,13-10-2021,11,Hatchback,15345,0.0,0.0,"(28.0, 38.0]"
C157,68,Male,Married,Urban,Master's,Employed,Comprehensive,4,0,2,374984,0,1,0,In-Person,Credit Card,8,16,3,30-07-2016,29-07-2020,23-09-2019,19-05-2019,3,Luxury,32166,0.0,0.0,"(59.0, 69.0]"
C158,49,Female,Married,Urban,Master's,Employed,Third Party,9,4,4,218794,2,4,2,In-Person,Credit Card,4,17,8,05-06-2021,31-12-2023,16-01-2022,29-07-2023,10,Sedan,15891,0.0,0.0,"(48.0, 59.0]"
C159,56,Male,Married,Rural,Master's,Self-Employed,Comprehensive,5,4,0,424177,1,4,1,Email,Cash,8,11,2,09-09-2019,31-12-2023,2000-01-01 00:00:00,31-07-2021,11,Sedan,6287,0.0,0.0,"(48.0, 59.0]"
C160,66,Male,Married,Urban,Master's,Employed,Comprehensive,5,3,1,158111,2,3,2,Phone,Cash,2,2,8,16-05-2023,31-12-2023,19-11-2023,07-08-2023,11,Sedan,18350,0.0,0.0,"(59.0, 69.0]"
C161,69,Male,Married,Rural,Bachelor's,Employed,Third Party,3,2,0,488162,3,2,2,Email,Cheque,8,15,6,06-02-2022,31-12-2023,2000-01-01 00:00:00,06-10-2022,13,Sedan,17124,0.0,0.0,"(59.0, 69.0]"
C162,49,Male,Married,Urban,Bachelor's,Employed,Comprehensive,5,0,4,135074,3,3,2,In-Person,Cheque,2,21,0,18-01-2022,31-12-2023,12-04-2022,16-11-2023,3,SUV,21180,0.0,0.0,"(48.0, 59.0]"
C163,21,Male,Married,Metro,High School,Employed,Own Damage,6,2,4,21932,0,1,1,Phone,Cash,5,3,2,04-01-2020,31-12-2023,24-10-2021,25-03-2022,7,Sedan,16934,1.0,1.0,"(17.999, 28.0]"
C164,47,Female,Married,Urban,Master's,Employed,Third Party,2,1,3,202018,2,3,0,In-Person,Cash,1,26,0,01-01-2016,31-12-2017,08-06-2016,21-12-2017,0,Hatchback,13989,0.0,0.0,"(38.0, 48.0]"
C165,54,Male,Single,Urban,Bachelor's,Self-Employed,Third Party,5,3,3,283847,0,2,2,Phone,Online,0,9,5,04-05-2021,31-12-2023,18-07-2022,21-08-2022,1,Hatchback,10413,0.0,0.0,"(48.0, 59.0]"
C166,40,Male,Single,Urban,Master's,Unemployed,Comprehensive,7,3,1,62505,3,1,0,In-Person,Cash,8,11,5,21-11-2017,31-12-2023,18-05-2019,20-11-2023,8,Sedan,19013,0.0,0.0,"(38.0, 48.0]"
C167,56,Male,Single,Rural,Master's,Self-Employed,Comprehensive,8,1,2,321359,3,4,2,Phone,Cash,3,29,1,08-12-2020,31-12-2023,13-11-2023,14-04-2021,11,Hatchback,5729,0.0,0.0,"(48.0, 59.0]"
C168,62,Male,Single,Urban,Master's,Employed,Third Party,4,0,3,252009,2,2,0,Phone,Credit Card,8,18,7,22-08-2017,21-08-2021,13-05-2019,23-09-2018,14,SUV,25356,0.0,0.0,"(59.0, 69.0]"
C169,32,Male,Single,Rural,Bachelor's,Self-Employed,Comprehensive,6,5,0,176540,1,4,0,In-Person,Cash,5,27,7,29-06-2020,31-12-2023,2000-01-01 00:00:00,05-04-2021,6,Sedan,17049,1.0,1.0,"(28.0, 38.0]"
C170,60,Female,Single,Urban,Bachelor's,Employed,Comprehensive,3,3,0,228167,0,1,0,Phone,Cash,2,6,2,20-04-2015,19-04-2018,2000-01-01 00:00:00,07-09-2016,12,Sedan,5977,0.0,0.0,"(59.0, 69.0]"
C171,46,Female,Married,Metro,Master's,Employed,Comprehensive,5,1,2,24362,3,3,1,Email,Online,7,10,2,29-03-2022,31-12-2023,12-03-2023,15-11-2022,12,SUV,20255,0.0,0.0,"(38.0, 48.0]"
C172,53,Female,Married,Metro,Master's,Employed,Comprehensive,6,5,4,349080,0,2,1,In-Person,Cash,5,14,1,26-06-2021,31-12-2023,07-04-2023,12-03-2022,5,Hatchback,10300,0.0,0.0,"(48.0, 59.0]"
C173,30,Female,Married,Rural,Bachelor's,Employed,Third Party,3,4,0,287104,0,2,0,Email,Cash,8,6,9,21-01-2015,20-01-2018,2000-01-01 00:00:00,25-02-2016,2,Sedan,12697,0.0,0.0,"(28.0, 38.0]"
C174,49,Male,Married,Metro,Bachelor's,Employed,Third Party,9,1,4,259550,2,4,2,Email,Credit Card,2,23,4,01-07-2021,31-12-2023,24-12-2021,06-07-2023,11,Sedan,9751,0.0,0.0,"(48.0, 59.0]"
C175,24,Female,Single,Metro,Diploma,Employed,Comprehensive,1,0,3,30543,3,4,0,Phone,Credit Card,7,11,7,16-11-2017,16-11-2018,14-05-2018,03-05-2018,1,Hatchback,18182,1.0,1.0,"(17.999, 28.0]"
C176,68,Female,Married,Metro,Master's,Employed,Third Party,3,2,4,418007,1,4,0,In-Person,Cheque,5,21,2,18-12-2016,18-12-2019,27-10-2019,22-05-2017,2,Sedan,17482,0.0,0.0,"(59.0, 69.0]"
C177,39,Female,Married,Urban,Bachelor's,Employed,Third Party,8,1,4,33574,2,2,1,In-Person,Online,2,25,3,29-03-2019,31-12-2023,15-06-2020,14-07-2022,0,SUV,13714,0.0,0.0,"(38.0, 48.0]"
C178,45,Male,Single,Urban,Bachelor's,Employed,Third Party,4,1,1,113971,1,1,2,In-Person,Credit Card,6,17,4,02-08-2018,01-08-2022,04-04-2022,03-09-2020,14,Hatchback,13973,0.0,0.0,"(38.0, 48.0]"
C179,19,Female,Single,Metro,High School,Employed,Comprehensive,5,3,1,205715,0,4,0,Phone,Cheque,7,17,7,09-08-2018,08-08-2023,13-06-2021,23-04-2019,13,Sedan,7254,0.0,0.0,"(17.999, 28.0]"
C180,59,Female,Single,Urban,Bachelor's,Employed,Comprehensive,4,2,3,204901,1,3,1,Phone,Online,9,23,4,06-07-2017,05-07-2021,24-09-2020,14-06-2020,6,Sedan,7324,0.0,0.0,"(48.0, 59.0]"
C181,62,Female,Single,Urban,Master's,Employed,Comprehensive,2,4,0,164255,1,2,0,Phone,Cheque,6,19,5,18-12-2017,18-12-2019,2000-01-01 00:00:00,01-10-2018,6,Sedan,19376,0.0,0.0,"(59.0, 69.0]"
C182,23,Male,Single,Urban,Bachelor's,Employed,Comprehensive,7,5,1,9062,0,3,0,Phone,Credit Card,4,22,3,06-11-2021,31-12-2023,24-03-2022,19-02-2022,9,Luxury,29929,0.0,0.0,"(17.999, 28.0]"
C183,45,Female,Single,Rural,Bachelor's,Self-Employed,Comprehensive,2,5,0,83706,0,1,1,Email,Cash,9,13,9,23-09-2021,23-09-2023,2000-01-01 00:00:00,31-08-2023,9,Sedan,5239,0.0,0.0,"(38.0, 48.0]"
C184,45,Female,Single,Urban,Bachelor's,Employed,Comprehensive,7,2,1,280817,3,2,2,Email,Cheque,7,22,6,23-05-2018,31-12-2023,28-05-2023,27-07-2020,5,Luxury,24211,0.0,0.0,"(38.0, 48.0]"
C185,61,Female,Single,Urban,Master's,Employed,Comprehensive,7,5,1,372371,2,2,0,Phone,Cash,5,19,8,13-09-2015,11-09-2022,14-06-2016,12-12-2021,8,Hatchback,16686,0.0,0.0,"(59.0, 69.0]"
C186,61,Male,Married,Metro,Master's,Employed,Third Party,6,2,0,326387,2,1,1,In-Person,Credit Card,8,6,4,24-11-2021,31-12-2023,2000-01-01 00:00:00,31-01-2022,8,Sedan,11866,0.0,0.0,"(59.0, 69.0]"
C187,37,Female,Single,Rural,Master's,Employed,Comprehensive,9,2,2,52125,2,4,0,Email,Cheque,8,13,6,29-04-2017,31-12-2023,14-08-2021,05-01-2023,5,Sedan,16744,0.0,0.0,"(28.0, 38.0]"
C188,47,Male,Single,Urban,Master's,Employed,Comprehensive,2,1,1,74840,3,4,2,In-Person,Cheque,0,24,7,06-07-2017,06-07-2019,18-06-2018,20-11-2017,6,Hatchback,13935,0.0,0.0,"(38.0, 48.0]"
C189,28,Male,Married,Urban,Bachelor's,Self-Employed,Third Party,8,1,1,394600,1,2,0,Email,Cash,1,24,9,10-04-2020,31-12-2023,17-09-2022,06-08-2020,4,Hatchback,17388,0.0,0.0,"(17.999, 28.0]"
C190,45,Male,Married,Rural,Master's,Employed,Comprehensive,8,1,3,5600,0,1,1,Phone,Cheque,2,15,1,28-09-2017,31-12-2023,01-07-2019,16-04-2019,7,Hatchback,19156,0.0,0.0,"(38.0, 48.0]"
C191,42,Female,Single,Rural,Master's,Employed,Own Damage,5,2,2,308671,3,1,2,Email,Cheque,0,1,7,25-08-2022,31-12-2023,31-01-2023,21-02-2023,13,Sedan,18010,0.0,0.0,"(38.0, 48.0]"
C192,56,Male,Married,Rural,Master's,Unemployed,Comprehensive,6,1,0,187670,3,4,0,Phone,Online,4,3,6,15-04-2019,31-12-2023,2000-01-01 00:00:00,25-09-2023,14,Sedan,7936,0.0,0.0,"(48.0, 59.0]"
C193,50,Male,Single,Rural,Bachelor's,Employed,Comprehensive,9,1,2,273648,1,4,0,Phone,Online,9,26,6,12-10-2018,31-12-2023,05-09-2020,16-12-2019,4,Sedan,17492,0.0,0.0,"(48.0, 59.0]"
C194,18,Female,Single,Rural,High School,Self-Employed,Comprehensive,2,2,0,268506,2,4,1,Phone,Online,6,3,7,21-01-2018,21-01-2020,2000-01-01 00:00:00,13-10-2019,4,Hatchback,16304,0.0,0.0,"(17.999, 28.0]"
C195,44,Female,Single,Urban,Master's,Employed,Comprehensive,7,4,4,50903,0,1,2,Email,Credit Card,2,13,2,15-02-2020,31-12-2023,25-05-2023,10-05-2022,6,Sedan,10056,0.0,0.0,"(38.0, 48.0]"
C196,69,Male,Married,Metro,Bachelor's,Unemployed,Comprehensive,5,1,3,466128,1,1,1,Email,Cash,6,4,6,30-09-2016,29-09-2021,19-02-2019,03-03-2021,10,Hatchback,18601,0.0,0.0,"(59.0, 69.0]"
C197,30,Female,Single,Rural,Bachelor's,Employed,Own Damage,8,3,3,304424,3,2,0,Email,Cheque,1,15,9,29-11-2022,31-12-2023,04-11-2023,04-02-2023,1,Sedan,7696,0.0,0.0,"(28.0, 38.0]"
C198,58,Female,Married,Rural,Master's,Employed,Third Party,9,3,3,300394,1,4,0,In-Person,Online,0,7,7,07-02-2018,31-12-2023,21-09-2020,29-11-2018,7,Sedan,11663,0.0,0.0,"(48.0, 59.0]"
C199,20,Male,Single,Metro,High School,Unemployed,Comprehensive,4,3,4,394575,0,4,2,Email,Online,2,10,2,16-06-2022,31-12-2023,31-01-2023,27-10-2023,8,Hatchback,9393,1.0,1.0,"(17.999, 28.0]"
C200,56,Male,Married,Urban,Bachelor's,Employed,Own Damage,7,5,0,359411,1,2,0,Email,Cash,2,7,6,02-02-2018,31-12-2023,2000-01-01 00:00:00,21-01-2021,3,Sedan,9315,0.0,0.0,"(48.0, 59.0]"
C201,23,Male,Single,Metro,Bachelor's,Employed,Comprehensive,1,2,2,327424,2,4,2,Phone,Cash,0,12,3,10-07-2016,10-07-2017,05-09-2016,05-09-2016,8,Sedan,13018,0.0,0.0,"(17.999, 28.0]"
C202,25,Male,Married,Rural,Bachelor's,Employed,Third Party,1,4,1,184110,0,1,1,Phone,Cheque,0,27,0,21-08-2022,21-08-2023,16-11-2022,30-05-2023,0,Luxury,21531,0.0,0.0,"(17.999, 28.0]"
C203,44,Male,Married,Urban,Master's,Employed,Third Party,2,4,4,30591,2,4,1,Phone,Cheque,5,5,6,18-12-2022,31-12-2023,09-08-2023,11-10-2023,8,Hatchback,6591,0.0,0.0,"(38.0, 48.0]"
C204,26,Female,Married,Metro,Bachelor's,Employed,Comprehensive,4,1,1,337389,0,4,2,In-Person,Cheque,5,25,9,13-02-2017,12-02-2021,03-12-2017,01-12-2019,0,SUV,14479,0.0,0.0,"(17.999, 28.0]"
C205,54,Female,Single,Metro,Master's,Self-Employed,Comprehensive,9,4,3,11568,3,2,0,Email,Credit Card,4,18,7,13-02-2017,31-12-2023,23-05-2017,13-12-2022,1,Hatchback,6510,0.0,0.0,"(48.0, 59.0]"
C206,50,Male,Married,Rural,Bachelor's,Employed,Comprehensive,7,2,3,161461,3,4,1,Email,Online,8,18,9,01-07-2018,31-12-2023,24-11-2019,23-08-2018,11,Sedan,15560,1.0,1.0,"(48.0, 59.0]"
C207,68,Male,Married,Urban,Master's,Employed,Own Damage,7,1,2,444823,1,2,0,In-Person,Cheque,7,20,8,03-03-2019,31-12-2023,01-08-2022,11-12-2022,1,Hatchback,14158,0.0,0.0,"(59.0, 69.0]"
C208,59,Male,Single,Urban,Bachelor's,Unemployed,Comprehensive,6,2,1,499520,2,3,2,Phone,Online,2,4,4,22-05-2016,21-05-2022,05-11-2021,07-06-2018,7,Luxury,41059,0.0,0.0,"(48.0, 59.0]"
C209,61,Male,Married,Urban,Bachelor's,Employed,Comprehensive,4,3,1,161978,2,4,0,Phone,Cheque,7,12,0,15-12-2018,14-12-2022,06-10-2020,30-11-2019,12,Hatchback,13439,0.0,0.0,"(59.0, 69.0]"
C210,41,Male,Married,Metro,Bachelor's,Employed,Third Party,9,2,1,257645,1,4,1,Phone,Cheque,8,13,4,26-06-2015,31-12-2023,12-09-2019,03-03-2019,10,Hatchback,17079,0.0,0.0,"(38.0, 48.0]"
C211,32,Female,Married,Metro,Bachelor's,Employed,Third Party,6,3,3,295950,1,2,1,Email,Cheque,9,9,4,05-08-2015,03-08-2021,13-03-2021,30-03-2020,3,Sedan,14202,0.0,0.0,"(28.0, 38.0]"
C212,49,Female,Single,Urban,Bachelor's,Employed,Comprehensive,1,0,2,215766,0,1,1,Phone,Credit Card,0,9,3,10-07-2019,09-07-2020,04-04-2020,25-01-2020,13,Hatchback,9028,0.0,0.0,"(48.0, 59.0]"
C213,49,Male,Married,Urban,Bachelor's,Employed,Third Party,6,2,4,450102,0,1,1,In-Person,Cash,1,23,0,11-11-2023,31-12-2023,29-12-2023,31-12-2023,1,SUV,19362,0.0,0.0,"(48.0, 59.0]"
C214,41,Female,Single,Urban,Bachelor's,Employed,Own Damage,3,3,0,275712,0,1,0,Email,Credit Card,8,6,2,05-11-2022,31-12-2023,2000-01-01 00:00:00,13-04-2023,3,SUV,22395,0.0,0.0,"(38.0, 48.0]"
C215,58,Male,Married,Urban,Master's,Self-Employed,Comprehensive,1,4,4,334124,3,1,1,Phone,Online,8,3,8,04-02-2022,04-02-2023,27-11-2022,21-04-2022,2,Hatchback,8442,1.0,1.0,"(48.0, 59.0]"
C216,69,Female,Married,Metro,Master's,Employed,Own Damage,1,1,3,131680,3,4,1,Phone,Cash,1,5,4,14-05-2022,14-05-2023,12-10-2022,17-09-2022,5,SUV,13433,0.0,0.0,"(59.0, 69.0]"
C217,66,Male,Married,Rural,Bachelor's,Employed,Comprehensive,2,0,1,149558,1,1,0,Phone,Cash,4,20,6,11-04-2019,10-04-2021,24-10-2020,12-07-2019,3,Hatchback,19796,0.0,0.0,"(59.0, 69.0]"
C218,66,Male,Single,Metro,Bachelor's,Employed,Comprehensive,6,3,4,383871,1,3,0,In-Person,Online,2,25,1,20-08-2018,31-12-2023,10-07-2023,02-02-2019,7,Sedan,15150,0.0,0.0,"(59.0, 69.0]"
C219,69,Female,Married,Metro,Bachelor's,Employed,Comprehensive,9,1,3,302672,0,2,2,In-Person,Online,7,5,8,10-03-2016,31-12-2023,03-10-2016,13-08-2021,8,SUV,14698,0.0,0.0,"(59.0, 69.0]"
C220,29,Male,Single,Metro,Bachelor's,Employed,Comprehensive,2,5,4,14115,3,2,2,Phone,Cheque,5,17,5,31-10-2022,31-12-2023,20-08-2023,26-01-2023,13,Luxury,15511,0.0,0.0,"(28.0, 38.0]"
C221,56,Female,Married,Metro,Bachelor's,Employed,Own Damage,5,5,1,462419,3,2,1,In-Person,Cheque,6,21,1,30-07-2021,31-12-2023,17-02-2023,15-01-2023,0,Sedan,16756,1.0,1.0,"(48.0, 59.0]"
C222,19,Male,Married,Metro,High School,Employed,Comprehensive,8,0,1,484147,3,2,2,Phone,Credit Card,4,15,7,29-01-2015,27-01-2023,03-04-2016,06-05-2017,9,Hatchback,11990,0.0,0.0,"(17.999, 28.0]"
C223,20,Male,Married,Urban,High School,Employed,Comprehensive,1,3,3,168753,2,4,2,Phone,Credit Card,3,29,3,07-04-2022,07-04-2023,09-09-2022,12-12-2022,6,Hatchback,16095,1.0,1.0,"(17.999, 28.0]"
C224,66,Male,Single,Urban,Master's,Self-Employed,Comprehensive,4,5,0,249093,0,3,0,Phone,Cheque,4,23,6,27-11-2023,31-12-2023,2000-01-01 00:00:00,29-12-2023,13,Hatchback,7866,0.0,0.0,"(59.0, 69.0]"
